cpu_usage,gpu_wrk_util,avg_mem,max_mem,avg_gpu_wrk_mem,max_gpu_wrk_mem,read,write,read_count,write_count,memory_pressure,is_init_failure,cpu_gpu_imbalance,gpu_stress_score,gpu_/dev/nvidia1,gpu_/dev/nvidia2,gpu_/dev/nvidia3,gpu_/dev/nvidia4,gpu_/dev/nvidia5,gpu_/dev/nvidia6,gpu_/dev/nvidia7
16.77777777777778,0.0,0.2720170454545455,0.30078125,0.0,0.0,44026489.84615385,51288777.61538462,9484.153846153846,8367.76923076923,0.0,1,16.77777777777778,0.0,1,0,0,0,0,0,0
12.555555555555555,0.0,0.2720170454545455,0.30078125,0.0,0.0,41940691.461538464,51085838.6923077,8071.923076923077,6791.692307692309,0.0,1,12.555555555555555,0.0,0,1,0,0,0,0,0
166.76363636363638,0.5263157894736842,2.5756064967105265,6.2197265625,0.2931229440789473,0.4619140625,250136003.77966103,17516944.762711864,8083.898305084746,5173.406779661017,0.1138073476881323,1,166.2373205741627,9.63645242131934e-06,0,0,0,0,0,0,0
10.181818181818182,0.0,0.2970252403846153,0.30078125,0.0,0.0,34313924.73333333,44098539.0,5344.4,4418.666666666667,0.0,1,10.181818181818182,0.0,0,0,1,0,0,0,0
26.914798206278032,0.3955555555555556,0.6297873263888889,6.2646484375,0.0572699652777777,0.4619140625,63502154.33039647,4483051.687224668,3074.4757709251103,1470.1409691629956,0.09093540450576475,1,26.519242650722475,1.414996536299616e-06,0,0,1,0,0,0,0
65.54166666666667,0.7407407407407407,1.0790264423076923,2.388671875,0.1351273148148148,0.2431640625,57725542.5,46201117.28571428,6134.25,2030.142857142857,0.12523077240426167,1,64.80092592592592,6.252163787799557e-06,0,0,1,0,0,0,0
98.8205128205128,0.975609756097561,1.560888671875,2.814453125,0.2817740091463414,0.4931640625,55512747.5952381,31528041.85714286,5136.190476190476,2458.190476190476,0.18052152868010984,1,97.84490306441525,1.7171096713058442e-05,1,0,0,0,0,0,0
61.74074074074074,0.0,0.896449497767857,1.4599609375,0.1014951508620689,0.1337890625,35252046.266666666,39005716.43333333,4793.866666666667,1951.5666666666664,0.11321903923733571,1,61.74074074074074,0.0,0,0,0,1,0,0,0
70.5,0.0,1.191162109375,1.9091796875,0.298046875,0.7451171875,102766564.8,134745880.4,10780.2,8033.0,0.25021520803443326,1,70.5,0.0,0,0,0,0,0,0,0
26.85714285714285,0.0,0.87127685546875,1.8818359375,0.257467830882353,0.7294921875,56394994.05555555,74593158.66666667,5936.1111111111095,4468.833333333333,0.2955063356340785,1,26.85714285714285,0.0,1,0,0,0,0,0,0
